V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Hour,Class,TransactionID,Timestamp,CardLast4,MerchantCategory
-1.6783862172744128,0.6178305297790365,0.22803787288731026,-0.8724798497902473,-0.0792895502005626,-0.11212570595709767,1.6918255729047673,-0.25950579293021475,0.2913366568722532,0.5059814486446487,-0.26841174201729984,1.5209591371516298,0.11985265074071862,-2.2257362300187165,0.034414108068308066,2.1970162219808613,-0.49900571667697485,0.42246979708239946,-0.6591669184672138,-0.15785707336385774,1.1544260734754226,0.7699902074792047,0.32806817725061926,0.12064848005937202,-0.13772988153803986,0.2592470284020934,1.1408003092923493,0.008113054394682646,10.28,11,0,TXN000000,2024-01-01 11:23,7153,ATM Withdrawal
-1.311386279850364,0.16698135456014293,-1.3602171396024636,-0.9989660145602248,-1.1045167185112608,-0.4183746075784908,0.7072594215114049,0.8561094517331929,-0.05344852048025334,1.3395211134272118,-0.7373876947353494,0.41100907578151696,0.678789657112926,0.14090133160144785,0.9043314138886408,-1.5483336094074225,-0.7142382933506218,-0.9907451833259721,0.45312118948171415,0.32757451510629615,-0.23193320263676556,0.047364519728462146,-0.5576981869977058,1.4301683781638208,-0.4816293761892202,0.3463015191453551,-1.5020380164796805,1.4031611699426418,0.81,17,0,TXN000001,2024-01-01 17:22,9299,Gas Station
-0.1750325382934764,0.7972091195972723,-0.489845285454491,0.3145775474126117,0.7393460382270881,-0.6072550507937872,-0.5927535287191026,1.3693289022002106,-0.07938863977790714,0.5091387931318747,0.5015610923592241,-1.197987606077978,-0.760875876171995,0.37534736354002013,-2.0673148867236435,-0.21129761703842476,-0.8652838723927825,1.1105061419766535,0.3461154531549492,1.191246297390677,-0.03912463355335285,-0.11388919276702249,-0.30492951907956495,-0.5030693995550923,2.684656339055985,0.8071695157932223,-1.0661885459367826,2.639308869162179,93.81,13,0,TXN000002,2024-01-01 13:17,3802,Pharmacy
-1.3622181265809812,0.5853785346994691,0.8277849859717886,-0.39367135992111923,-0.18517288207069615,-0.2205491289355147,-0.587992385233373,2.287772130784726,0.9305377485389287,-0.9646574627183637,0.7248755202417396,-1.084473260482138,-0.1628533359474748,-0.9107734003167898,-1.642378500322951,0.3644732754973518,-0.06010995381237616,0.3216709567777383,-1.416956592546448,2.3997239020736805,-0.34206140829916043,0.9608740877972654,-0.05065113234518941,-0.03398938098614915,-0.9085849577538108,2.1145799274849884,2.3403759684623204,-0.5051686632559202,41.4,12,0,TXN000003,2024-01-01 12:50,1636,ATM Withdrawal
-1.6480232766217442,-0.6577145442203038,-0.5083773229025083,-0.06428873697682666,-0.7821129479356794,1.567697543143494,-0.6705101998253079,1.6412422777509854,1.1475042283487642,-0.1013340420227288,-0.8555965935139992,0.2975981122986943,0.6533337611122647,0.5292204300394745,-0.5689068589687806,0.20657343758812577,2.395877270007009,0.48334261796513395,0.010411871182928223,0.02384849318441324,-1.0911188729992503,-0.38483421853997535,0.9211004140431198,-1.6745829242220553,-0.08598878948867211,-2.4039738901560193,0.8696308685777903,0.7931725012940439,116.21,21,0,TXN000004,2024-01-01 21:50,7120,Hotel
0.062252459435203036,0.6889693363380698,0.09236656144518392,1.229381793803145,0.11403388844441066,1.4240890967804762,-0.9800285772120445,-0.12764006947894457,-0.5933995685820381,0.38863606406226525,-0.27866794488257657,-0.22951418709363672,-0.7047663632502468,-0.4607355169285438,-0.010277063916677357,-2.021345151183173,-2.301763856031177,0.05914594230748268,-2.7691765652335416,-0.19314227680807125,-0.377163761191214,0.5420378698608734,-0.6720183790519293,1.5695147692919662,0.8481628732304343,-1.512294031651514,-0.2843463574743425,1.527185144183875,37.7,18,0,TXN000005,2024-01-01 18:01,9241,Online Shopping
0.405314636204498,0.5391201720708985,-0.15158408776429266,-0.03910403619223957,-3.1069260191991868,-0.45200767305804407,1.4306853165192506,0.44869520021855525,-1.0731354266731266,-0.3875177829085516,-0.5966999758391445,1.0701088429898735,0.9686165100631691,-0.7810076060760212,0.0098760626400211,-1.1337768565258166,-0.6266153090729425,-0.5897554797978153,-0.7022622578076418,0.3662045382369723,1.3491444742476182,-0.0602732717779427,-1.0549456435706173,0.20810674590511025,0.209473897843027,-0.1887478325133724,1.859114804641165,0.24412702088608149,28.01,18,0,TXN000006,2024-01-01 18:07,9985,Grocery
-1.2723949772052185,-0.6305430957380155,-0.2607698462560682,-1.2385631890346671,-1.1479358182093777,0.03360131664398963,-1.8497041456719603,-0.8791630156213317,1.9445939935970222,-0.34546864714007236,-0.47072340820385117,-0.3499458345148403,-0.3341523814543325,0.5748688698383837,0.5048661531778007,-0.39075841306452025,-0.21383742313794232,1.3127731179900592,-1.5103047544702501,-0.05758201654872128,0.1352465403512318,-0.7766828600991152,-0.11513660349129748,-0.9116764608018835,0.6371690707015035,-1.3382066555043792,1.0623336624200594,-0.07330515708955748,19.0,20,0,TXN000007,2024-01-01 20:39,8761,Electronics
0.4221633455411472,-1.4521286106251632,-0.4734328249378115,1.1306391331932097,-0.5709971033125535,0.7202812027851265,-2.086496091836864,-0.21809763431128323,-1.133501466949791,-1.969494202790128,-0.6970046065820396,-0.11846020555655147,-0.3602806160002559,0.13865273992789776,0.50070158355417,0.36326331888496255,-0.058794667567923654,0.3211830343110258,-1.4509824113189242,-1.2797269487894398,-1.1100442152336698,0.011498536156490947,0.8306683279325878,1.650754310944932,0.4118816112201672,-1.6346153709188354,0.3159626805900824,0.777814439488563,2.93,21,0,TXN000008,2024-01-01 21:49,1734,Electronics
0.3125765753355642,0.6448412895542254,1.6866513536678973,-0.6901408375488947,0.7742910581643598,0.708936451068717,-2.6407856355754045,-0.8331944025358734,-1.2869805642807612,0.4478928585579239,0.33782591593198846,0.3579276999848825,-0.30559226751441604,-0.20475655908015436,-0.028580751611073024,-0.40111327126292945,0.7771822721048227,-1.0696636260124668,-0.7818138633588233,0.1213192322565576,-0.36792921814495894,-1.1087815794105107,0.5319253213688535,-0.5722873725943023,-0.8447209707679075,-0.17437970740390066,-0.8932494975183977,-0.034181328830489306,8.28,8,0,TXN000009,2024-01-01 08:43,6165,Online Shopping
-1.4680334911426873,0.4646438215994546,-0.297054200254634,-1.3367860931667406,-0.058241652830163276,-1.8394377991880477,1.0843421818366534,1.0155570890112615,-0.41885058931139924,1.165144568377189,0.39353780006653766,-0.7309107289011307,0.3057299548033243,0.5732669004583891,0.46648661712827494,-1.4420040201377757,1.5143678843144615,0.8691691611159332,1.0592610203926807,-0.9007676413441653,0.09882963966607052,-0.8733434705063332,0.17215747894321395,0.9975070937873882,-0.8699771400404348,-0.7226506899109102,2.293293189363274,0.4819310156804814,16.91,21,0,TXN000010,2024-01-01 21:07,5764,Grocery
2.3690556594449856,0.821302051209182,0.5656265642009505,-0.6336780124606876,-1.8007358301638658,2.9468568468941827,-0.23340635206182428,-1.2785555968875324,-0.13544508647197098,0.5406446710341468,0.48500737194112103,-1.3687886016384925,-3.2896542977770107,1.306588829487051,1.5855183509015898,1.408561277772781,-0.118756678751733,-1.0209472472221117,0.752516418950487,0.14755212829559167,0.5265639560755386,0.09223965920394639,-0.8535052579441659,0.4763702683174399,0.08066046519112331,-0.7254380131737984,-0.153366364253903,0.37672305727692607,129.35,9,0,TXN000011,2024-01-01 09:27,8466,Online Shopping
-0.4423857643916322,-0.5190250123061511,-0.6270325277584217,0.988067257144149,1.0880632023322807,-0.7987937559964803,-0.6752611750644743,-0.13581431002850128,-1.0230052596920547,0.2354073936639619,1.4359015520477225,0.3679857931711586,1.0271425453086185,-1.320667728516694,-0.5033315333927095,-1.8966714097705868,-0.06237328675527912,2.182024548474946,1.7707108066224935,0.3863760308251943,0.0807626173421847,0.4804163064846694,-1.1787016298949613,0.2439311350891542,-2.1443817488295673,-2.5567057033080696,-0.34639298868715046,2.3738025039426955,216.84,11,0,TXN000012,2024-01-01 11:14,9832,Restaurant
1.180803060566231,-0.14088216965437972,0.5597047755339797,1.427306777825868,-1.081009605613,-0.5275176378831479,1.3240823698785953,-1.1210627813404381,-0.4937803504823667,-1.6003554996424103,1.363363350073559,-0.5812465635807735,0.3511604670471158,0.6759803242439603,-0.8032368704160956,-1.904000081696846,-0.21946409734476405,-0.23582776324572913,-0.060503478597377446,-0.054982992294365665,-0.49877284233317865,-0.5375373018473193,0.2977035288147863,-0.8238573900296764,-0.09532344809031813,-0.562958731409473,0.29560524364324753,1.1085762803182715,160.68,14,0,TXN000013,2024-01-01 14:04,9986,Pharmacy
-0.2364056480630974,0.13520247924106968,0.07736356493765013,-0.04435697482786395,-1.9078893065803826,-0.793939053114166,1.1928626425797275,0.70030636469579,-0.160672696478594,0.07011261140185518,-1.1165415002677235,-1.0722699814042698,-0.6947502411924553,-0.31535038756694433,-0.538541065252266,0.1367039661553492,0.05203020252951669,0.20982959020500075,-1.928375210804301,2.561431083045649,0.2908973856633201,-0.360509282440608,-0.4031049664904002,-0.003707354717765753,-0.4729472029744728,-0.7688005679370501,-0.0830254529954448,0.8511758789261099,169.49,8,0,TXN000014,2024-01-01 08:26,6467,Hotel
0.8054204673605351,-1.501212394069668,1.6860990183532076,0.3756296192001974,-2.0440282779510346,1.3481211769912111,0.98866621037266,-0.18990141919420672,1.39576453643882,-0.6387800153512053,-0.13023316191528614,2.3444474324734945,0.520880883403418,1.0839002580276902,0.8168489825246472,-1.3857663131967415,0.299066567943498,0.2071611258749375,1.1858195737447097,1.5009234072616044,1.2897782633519839,-0.473077406922987,-1.4370829931649274,0.49972373070035886,-0.08867688525520855,-1.0517579748826587,-0.6962632364043948,-0.05898385335873558,17.27,9,0,TXN000015,2024-01-01 09:12,8466,Travel
-1.6330170337549788,0.45153852181285603,0.022675183363986533,1.137815032794121,-1.3979821329795459,0.8600010858839073,2.093388074752199,-0.8213391945493895,-0.5559594325880468,0.19370223563666902,0.461232246007992,-2.1275200094297473,0.8677431001960334,-1.8180754892331648,0.8145056739758587,-1.8942553740627575,-0.705229708931389,0.9544377589004026,-0.6775532814505136,1.0617930037186882,0.02552746671209245,0.10459309667355608,-0.47379543771951443,-0.9701416531160032,1.799068453001794,0.10013005815462138,-1.525548473363617,0.5810801384815596,38.78,12,0,TXN000016,2024-01-01 12:14,2814,Gas Station
2.324262176866344,0.5359468774421192,-3.742521755633025,-0.5598357822914346,-1.5602255569645787,-0.3439251210191405,0.9675279997556069,0.5369849189216078,-1.8113227853896994,0.01668291914314904,0.11513965626389398,-1.5158357883531093,0.26166307127573957,0.9918912546738491,-1.5413463774749316,1.4161006985709679,0.13815329696101047,0.11536127495513093,1.0542200877517063,0.791036223422627,-0.8781054427370524,-0.34095196233914266,0.5135270167075369,0.725358847661731,0.11303121652314739,-1.3004813925859888,-0.7304996041608798,1.1189851224378995,27.17,19,0,TXN000017,2024-01-01 19:40,7186,ATM Withdrawal
0.08710621930597107,-1.0077842719176842,0.4310880736371018,0.6518577695156011,-0.47449044474837226,-1.3400177279235521,1.3809265638012977,0.035142224620872076,1.941206008265922,0.09237914939206851,0.16221291724622397,-0.9644968199896022,-0.4235433333907801,-1.5588027694179176,-1.3436243632847782,0.7411650473265385,-0.2825833831169834,-0.4226580286171217,-0.7404259806871265,-0.38552370444361184,1.1330634416071725,0.1442217568726688,-1.1800148800942867,1.0303846938889931,1.725038589798016,0.49470466805022306,0.8912902117888275,1.220782917368932,122.79,8,0,TXN000018,2024-01-01 08:11,3254,Travel
-0.19848445851506097,-0.8818966215431343,0.18685970223206844,0.5891181787726557,-0.1563631374365723,1.4035353319541772,-0.8123618942875219,-0.28696963651236274,0.29598790484296195,0.39296375261782707,0.04722809229816076,-1.2784199223571482,2.3380114042063296,-0.23596991504609993,0.11026751858465678,0.6167610931729804,-0.6365053626495294,0.05692642087077602,-0.6771902376532944,0.4155507414742308,-0.2760226485555694,0.2687185273046684,-1.0465373464856016,-0.8289164340062056,-1.365140676856802,-0.7105300793262077,-2.57352424369814,-0.3071002056878268,258.61,12,0,TXN000019,2024-01-01 12:32,4829,Travel
